classname_modelid-view,classid,azimuth,elevation
lamp_14c84c76c927fb282cd2160e449d45ae-02,03636649,249.6,-19.1
lamp_14c84c76c927fb282cd2160e449d45ae-03,03636649,261.2,-19.0
lamp_14c84c76c927fb282cd2160e449d45ae-04,03636649,78.0,-2.8
lamp_14c84c76c927fb282cd2160e449d45ae-05,03636649,358.1,-13.3
lamp_14c84c76c927fb282cd2160e449d45ae-06,03636649,262.8,-12.9
lamp_14c84c76c927fb282cd2160e449d45ae-07,03636649,156.5,29.1
lamp_14c84c76c927fb282cd2160e449d45ae-08,03636649,129.2,25.6
lamp_14c84c76c927fb282cd2160e449d45ae-09,03636649,107.5,20.6
lamp_14d3d2418165ec86bba785994a529f86-00,03636649,163.8,16.5
lamp_14d3d2418165ec86bba785994a529f86-01,03636649,288.7,-12.7
lamp_14d3d2418165ec86bba785994a529f86-02,03636649,275.3,-18.8
lamp_14d3d2418165ec86bba785994a529f86-03,03636649,340.0,49.1
lamp_14d3d2418165ec86bba785994a529f86-04,03636649,45.1,5.4
lamp_14d3d2418165ec86bba785994a529f86-05,03636649,216.8,9.6
lamp_14d3d2418165ec86bba785994a529f86-06,03636649,220.9,-10.4
lamp_14d3d2418165ec86bba785994a529f86-07,03636649,239.9,-8.7
lamp_14d3d2418165ec86bba785994a529f86-08,03636649,290.1,20.8
lamp_14d3d2418165ec86bba785994a529f86-09,03636649,89.4,-12.4
lamp_15211f5ea7c7432686c701087a194026-00,03636649,24.4,37.0
lamp_15211f5ea7c7432686c701087a194026-01,03636649,257.4,8.5
lamp_15211f5ea7c7432686c701087a194026-02,03636649,279.3,37.6
lamp_15211f5ea7c7432686c701087a194026-03,03636649,82.8,12.5
lamp_15211f5ea7c7432686c701087a194026-04,03636649,79.7,16.5
lamp_15211f5ea7c7432686c701087a194026-05,03636649,2.1,44.4
lamp_15211f5ea7c7432686c701087a194026-06,03636649,12.9,40.3
lamp_15211f5ea7c7432686c701087a194026-07,03636649,282.3,9.4
lamp_15211f5ea7c7432686c701087a194026-08,03636649,33.9,38.6
lamp_15211f5ea7c7432686c701087a194026-09,03636649,294.4,21.1
lamp_15238270f4f59a011b17743c18fb63dc-00,03636649,15.4,41.4
lamp_15238270f4f59a011b17743c18fb63dc-01,03636649,92.1,-11.3
lamp_15238270f4f59a011b17743c18fb63dc-02,03636649,129.7,18.4
lamp_15238270f4f59a011b17743c18fb63dc-03,03636649,58.0,-14.0
lamp_15238270f4f59a011b17743c18fb63dc-04,03636649,296.6,36.4
lamp_15238270f4f59a011b17743c18fb63dc-05,03636649,112.2,-11.3
lamp_15238270f4f59a011b17743c18fb63dc-06,03636649,310.6,5.0
lamp_15238270f4f59a011b17743c18fb63dc-07,03636649,18.7,49.5
lamp_15238270f4f59a011b17743c18fb63dc-08,03636649,231.0,25.5
lamp_15238270f4f59a011b17743c18fb63dc-09,03636649,260.0,3.1
lamp_154c35bf29fa227df51f77a6d7299806-00,03636649,359.3,-6.4
lamp_154c35bf29fa227df51f77a6d7299806-01,03636649,89.3,-11.1
lamp_154c35bf29fa227df51f77a6d7299806-02,03636649,289.3,27.9
lamp_154c35bf29fa227df51f77a6d7299806-03,03636649,141.8,-3.4
lamp_154c35bf29fa227df51f77a6d7299806-04,03636649,139.9,25.0
lamp_154c35bf29fa227df51f77a6d7299806-05,03636649,312.1,32.7
lamp_154c35bf29fa227df51f77a6d7299806-06,03636649,224.3,-17.2
lamp_154c35bf29fa227df51f77a6d7299806-07,03636649,348.6,-15.2
lamp_154c35bf29fa227df51f77a6d7299806-08,03636649,224.6,-7.0
lamp_154c35bf29fa227df51f77a6d7299806-09,03636649,44.1,4.0
lamp_155c83f40406bd0c48d945252c13120a-00,03636649,143.9,37.2
lamp_155c83f40406bd0c48d945252c13120a-01,03636649,170.4,48.5
lamp_155c83f40406bd0c48d945252c13120a-02,03636649,47.1,21.0
lamp_155c83f40406bd0c48d945252c13120a-03,03636649,179.5,26.1
lamp_155c83f40406bd0c48d945252c13120a-04,03636649,9.8,36.1
lamp_155c83f40406bd0c48d945252c13120a-05,03636649,33.0,30.9
lamp_155c83f40406bd0c48d945252c13120a-06,03636649,166.3,47.8
lamp_155c83f40406bd0c48d945252c13120a-07,03636649,250.6,1.4
lamp_155c83f40406bd0c48d945252c13120a-08,03636649,137.3,-4.0
lamp_155c83f40406bd0c48d945252c13120a-09,03636649,315.6,39.5
lamp_15606afd522923eb4e91947b208587c6-00,03636649,58.1,33.9
lamp_15606afd522923eb4e91947b208587c6-01,03636649,215.3,-19.0
lamp_15606afd522923eb4e91947b208587c6-02,03636649,67.4,-15.2
lamp_15606afd522923eb4e91947b208587c6-03,03636649,148.3,48.7
lamp_15606afd522923eb4e91947b208587c6-04,03636649,74.8,36.3
lamp_15606afd522923eb4e91947b208587c6-05,03636649,191.4,-18.2
lamp_15606afd522923eb4e91947b208587c6-06,03636649,357.8,27.1
lamp_15606afd522923eb4e91947b208587c6-07,03636649,64.3,-16.3
lamp_15606afd522923eb4e91947b208587c6-08,03636649,277.4,6.6
lamp_15606afd522923eb4e91947b208587c6-09,03636649,115.1,27.9
lamp_1562318ff0c62163a488756a9c41f7e-00,03636649,206.8,43.5
lamp_1562318ff0c62163a488756a9c41f7e-01,03636649,56.6,-2.7
lamp_1562318ff0c62163a488756a9c41f7e-02,03636649,166.2,-18.5
lamp_1562318ff0c62163a488756a9c41f7e-03,03636649,72.6,14.6
lamp_1562318ff0c62163a488756a9c41f7e-04,03636649,111.2,17.2
lamp_1562318ff0c62163a488756a9c41f7e-05,03636649,21.5,29.2
lamp_1562318ff0c62163a488756a9c41f7e-06,03636649,309.5,-17.3
lamp_1562318ff0c62163a488756a9c41f7e-07,03636649,298.6,43.5
lamp_1562318ff0c62163a488756a9c41f7e-08,03636649,134.2,12.5
lamp_1562318ff0c62163a488756a9c41f7e-09,03636649,244.9,-13.0
lamp_1579c3aae8e26472db1afe6c464e7652-00,03636649,6.3,3.1
lamp_1579c3aae8e26472db1afe6c464e7652-01,03636649,173.5,43.7
lamp_1579c3aae8e26472db1afe6c464e7652-02,03636649,53.1,33.9
lamp_1579c3aae8e26472db1afe6c464e7652-03,03636649,62.5,38.6
lamp_1579c3aae8e26472db1afe6c464e7652-04,03636649,100.8,40.7
lamp_1579c3aae8e26472db1afe6c464e7652-05,03636649,81.3,-1.7
lamp_1579c3aae8e26472db1afe6c464e7652-06,03636649,239.4,9.7
lamp_1579c3aae8e26472db1afe6c464e7652-07,03636649,249.7,37.6
lamp_1579c3aae8e26472db1afe6c464e7652-08,03636649,206.4,-11.9
lamp_1579c3aae8e26472db1afe6c464e7652-09,03636649,136.7,-7.1
lamp_15c51ecb58bf304fef3a2c64cef919d0-00,03636649,305.4,-18.9
lamp_15c51ecb58bf304fef3a2c64cef919d0-01,03636649,146.9,48.0
lamp_15c51ecb58bf304fef3a2c64cef919d0-02,03636649,103.0,9.2
lamp_15c51ecb58bf304fef3a2c64cef919d0-03,03636649,93.9,-2.0
lamp_15c51ecb58bf304fef3a2c64cef919d0-04,03636649,168.6,-14.8
lamp_15c51ecb58bf304fef3a2c64cef919d0-05,03636649,213.4,-6.9
lamp_15c51ecb58bf304fef3a2c64cef919d0-06,03636649,187.6,49.8
lamp_15c51ecb58bf304fef3a2c64cef919d0-07,03636649,278.3,-19.0
lamp_15c51ecb58bf304fef3a2c64cef919d0-08,03636649,163.1,0.1
lamp_15c51ecb58bf304fef3a2c64cef919d0-09,03636649,84.7,7.8
lamp_15e38eb29fb84898e7e684d25d4dcaf0-00,03636649,317.3,-10.6
lamp_15e38eb29fb84898e7e684d25d4dcaf0-01,03636649,356.3,25.0
lamp_15e38eb29fb84898e7e684d25d4dcaf0-02,03636649,232.0,23.5
lamp_15e38eb29fb84898e7e684d25d4dcaf0-03,03636649,39.2,2.4
lamp_15e38eb29fb84898e7e684d25d4dcaf0-04,03636649,261.1,-19.6
lamp_15e38eb29fb84898e7e684d25d4dcaf0-05,03636649,49.3,38.2
lamp_15e38eb29fb84898e7e684d25d4dcaf0-06,03636649,263.3,28.2
lamp_15e38eb29fb84898e7e684d25d4dcaf0-07,03636649,240.6,26.6
lamp_15e38eb29fb84898e7e684d25d4dcaf0-08,03636649,217.0,-8.1
lamp_15e38eb29fb84898e7e684d25d4dcaf0-09,03636649,112.2,12.0
lamp_16249c6e2a76400dfcb8d8c6d4df8143-00,03636649,145.5,26.0
lamp_16249c6e2a76400dfcb8d8c6d4df8143-01,03636649,60.2,2.8
lamp_16249c6e2a76400dfcb8d8c6d4df8143-02,03636649,174.4,-11.1
lamp_16249c6e2a76400dfcb8d8c6d4df8143-03,03636649,334.5,29.0
lamp_16249c6e2a76400dfcb8d8c6d4df8143-04,03636649,188.1,46.5
lamp_16249c6e2a76400dfcb8d8c6d4df8143-05,03636649,280.3,3.6
lamp_16249c6e2a76400dfcb8d8c6d4df8143-06,03636649,88.3,25.3
lamp_16249c6e2a76400dfcb8d8c6d4df8143-07,03636649,224.0,-18.3
lamp_16249c6e2a76400dfcb8d8c6d4df8143-08,03636649,244.2,-9.1
lamp_16249c6e2a76400dfcb8d8c6d4df8143-09,03636649,203.2,33.3
lamp_16258409337ee2914a200f5f1797d729-00,03636649,54.8,7.5
lamp_16258409337ee2914a200f5f1797d729-01,03636649,134.6,46.5
lamp_16258409337ee2914a200f5f1797d729-02,03636649,180.0,46.2
lamp_16258409337ee2914a200f5f1797d729-03,03636649,329.2,-8.2
lamp_16258409337ee2914a200f5f1797d729-04,03636649,160.0,-13.5
lamp_16258409337ee2914a200f5f1797d729-05,03636649,196.6,3.2
lamp_16258409337ee2914a200f5f1797d729-06,03636649,187.7,10.4
lamp_16258409337ee2914a200f5f1797d729-07,03636649,252.7,24.1
lamp_16258409337ee2914a200f5f1797d729-08,03636649,221.9,-5.6
lamp_16258409337ee2914a200f5f1797d729-09,03636649,320.3,20.4
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-00,03636649,154.7,42.0
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-01,03636649,141.5,45.5
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-02,03636649,291.5,37.8
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-03,03636649,70.0,47.8
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-04,03636649,31.1,15.8
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-05,03636649,0.2,-9.5
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-06,03636649,90.7,16.6
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-07,03636649,264.4,24.3
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-08,03636649,86.2,25.9
lamp_163fb10d7f6f09fcf1c7a32d97b27a4f-09,03636649,140.0,6.3
lamp_1682d4404196cf127588e2ca59b15f8-00,03636649,148.9,39.8
lamp_1682d4404196cf127588e2ca59b15f8-01,03636649,346.1,40.9
lamp_1682d4404196cf127588e2ca59b15f8-02,03636649,227.5,-16.1
lamp_1682d4404196cf127588e2ca59b15f8-03,03636649,117.7,25.7
lamp_1682d4404196cf127588e2ca59b15f8-04,03636649,108.8,48.4
lamp_1682d4404196cf127588e2ca59b15f8-05,03636649,311.3,12.7
lamp_1682d4404196cf127588e2ca59b15f8-06,03636649,342.2,-11.7
lamp_1682d4404196cf127588e2ca59b15f8-07,03636649,23.5,14.8
lamp_1682d4404196cf127588e2ca59b15f8-08,03636649,296.8,42.3
lamp_1682d4404196cf127588e2ca59b15f8-09,03636649,289.3,28.2
lamp_169d73f18f7b17bb4a6ecce2eeb45768-00,03636649,227.4,23.3
lamp_169d73f18f7b17bb4a6ecce2eeb45768-01,03636649,297.3,3.5
lamp_169d73f18f7b17bb4a6ecce2eeb45768-02,03636649,18.3,32.9
lamp_169d73f18f7b17bb4a6ecce2eeb45768-03,03636649,7.3,-17.4
lamp_169d73f18f7b17bb4a6ecce2eeb45768-04,03636649,307.3,39.4
lamp_169d73f18f7b17bb4a6ecce2eeb45768-05,03636649,315.6,20.4
lamp_169d73f18f7b17bb4a6ecce2eeb45768-06,03636649,268.0,-11.9
lamp_169d73f18f7b17bb4a6ecce2eeb45768-07,03636649,221.3,2.4
lamp_169d73f18f7b17bb4a6ecce2eeb45768-08,03636649,260.3,-11.5
lamp_169d73f18f7b17bb4a6ecce2eeb45768-09,03636649,61.8,-4.6
lamp_169ee245f8ae927f5dc3653f8341633a-00,03636649,185.2,21.1
lamp_169ee245f8ae927f5dc3653f8341633a-01,03636649,232.0,28.8
lamp_169ee245f8ae927f5dc3653f8341633a-02,03636649,173.4,28.4
lamp_169ee245f8ae927f5dc3653f8341633a-03,03636649,351.5,30.2
lamp_169ee245f8ae927f5dc3653f8341633a-04,03636649,49.3,14.5
lamp_169ee245f8ae927f5dc3653f8341633a-05,03636649,297.0,5.9
lamp_169ee245f8ae927f5dc3653f8341633a-06,03636649,100.3,38.4
lamp_169ee245f8ae927f5dc3653f8341633a-07,03636649,133.6,22.0
lamp_169ee245f8ae927f5dc3653f8341633a-08,03636649,99.1,-4.9
lamp_169ee245f8ae927f5dc3653f8341633a-09,03636649,275.2,47.0
lamp_16ae2568c9e62681f8b8d4a282992be4-00,03636649,238.2,41.3
lamp_16ae2568c9e62681f8b8d4a282992be4-01,03636649,207.5,-15.6
lamp_16ae2568c9e62681f8b8d4a282992be4-02,03636649,211.9,37.2
lamp_16ae2568c9e62681f8b8d4a282992be4-03,03636649,72.0,47.2
lamp_16ae2568c9e62681f8b8d4a282992be4-04,03636649,295.4,35.9
lamp_16ae2568c9e62681f8b8d4a282992be4-05,03636649,53.1,-11.8
lamp_16ae2568c9e62681f8b8d4a282992be4-06,03636649,323.2,16.4
lamp_16ae2568c9e62681f8b8d4a282992be4-07,03636649,72.1,6.8
lamp_16ae2568c9e62681f8b8d4a282992be4-08,03636649,335.2,9.1
lamp_16ae2568c9e62681f8b8d4a282992be4-09,03636649,42.7,49.1
lamp_16db10b6ee500ef94b3c42e318f3affc-00,03636649,41.9,-7.8
lamp_16db10b6ee500ef94b3c42e318f3affc-01,03636649,47.0,26.2
lamp_16db10b6ee500ef94b3c42e318f3affc-02,03636649,210.4,-18.5
lamp_16db10b6ee500ef94b3c42e318f3affc-03,03636649,0.9,-3.9
lamp_16db10b6ee500ef94b3c42e318f3affc-04,03636649,322.0,7.5
lamp_16db10b6ee500ef94b3c42e318f3affc-05,03636649,327.7,-10.3
lamp_16db10b6ee500ef94b3c42e318f3affc-06,03636649,89.0,-4.0
lamp_16db10b6ee500ef94b3c42e318f3affc-07,03636649,304.3,16.3
lamp_16db10b6ee500ef94b3c42e318f3affc-08,03636649,123.0,38.3
lamp_16db10b6ee500ef94b3c42e318f3affc-09,03636649,97.6,48.7
lamp_16efeb266e249dd63a52a79d6f5aab84-00,03636649,176.4,34.8
lamp_16efeb266e249dd63a52a79d6f5aab84-01,03636649,33.4,45.9
lamp_16efeb266e249dd63a52a79d6f5aab84-02,03636649,330.6,-16.8
lamp_16efeb266e249dd63a52a79d6f5aab84-03,03636649,174.0,19.0
lamp_16efeb266e249dd63a52a79d6f5aab84-04,03636649,281.3,2.3
lamp_16efeb266e249dd63a52a79d6f5aab84-05,03636649,83.0,-2.7
lamp_16efeb266e249dd63a52a79d6f5aab84-06,03636649,180.8,-0.6
lamp_16efeb266e249dd63a52a79d6f5aab84-07,03636649,42.2,15.6
lamp_16efeb266e249dd63a52a79d6f5aab84-08,03636649,170.0,43.7
lamp_16efeb266e249dd63a52a79d6f5aab84-09,03636649,258.2,22.0
lamp_1728c555de071aad3ea96ac97db63fa8-00,03636649,284.1,16.0
lamp_1728c555de071aad3ea96ac97db63fa8-01,03636649,297.9,7.5
lamp_1728c555de071aad3ea96ac97db63fa8-02,03636649,17.9,-13.1
lamp_1728c555de071aad3ea96ac97db63fa8-03,03636649,184.1,-11.4
lamp_1728c555de071aad3ea96ac97db63fa8-04,03636649,263.7,-1.8
lamp_1728c555de071aad3ea96ac97db63fa8-05,03636649,63.0,5.9
lamp_1728c555de071aad3ea96ac97db63fa8-06,03636649,201.8,13.0
lamp_1728c555de071aad3ea96ac97db63fa8-07,03636649,242.2,17.2
lamp_1728c555de071aad3ea96ac97db63fa8-08,03636649,150.1,-10.3
lamp_1728c555de071aad3ea96ac97db63fa8-09,03636649,81.5,42.5
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-00,03636649,359.5,-17.4
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-01,03636649,44.0,16.8
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-02,03636649,145.2,0.8
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-03,03636649,48.5,31.4
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-04,03636649,66.0,44.6
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-05,03636649,96.3,38.9
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-06,03636649,272.4,33.8
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-07,03636649,180.3,-9.8
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-08,03636649,200.5,14.8
lamp_17349d6d35aac0685ed28d6c8a1bdfe5-09,03636649,64.0,11.3
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-00,03636649,92.3,42.5
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-01,03636649,236.7,25.5
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-02,03636649,157.2,-18.8
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-03,03636649,131.0,-14.4
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-04,03636649,72.6,29.2
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-05,03636649,354.9,45.5
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-06,03636649,355.7,-14.6
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-07,03636649,268.2,-8.6
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-08,03636649,106.1,-10.1
lamp_176c8eee2d45e5d0535a7b6b7a43b6cd-09,03636649,235.8,15.1
lamp_17b083510f14982b7eaeab1f0c9120b7-00,03636649,255.0,35.1
lamp_17b083510f14982b7eaeab1f0c9120b7-01,03636649,259.7,26.3
lamp_17b083510f14982b7eaeab1f0c9120b7-02,03636649,304.1,43.9
lamp_17b083510f14982b7eaeab1f0c9120b7-03,03636649,298.0,12.2
lamp_17b083510f14982b7eaeab1f0c9120b7-04,03636649,298.6,-19.9
lamp_17b083510f14982b7eaeab1f0c9120b7-05,03636649,183.3,8.4
lamp_17b083510f14982b7eaeab1f0c9120b7-06,03636649,317.5,29.2
lamp_17b083510f14982b7eaeab1f0c9120b7-07,03636649,344.8,25.9
lamp_17b083510f14982b7eaeab1f0c9120b7-08,03636649,257.6,42.3
lamp_17b083510f14982b7eaeab1f0c9120b7-09,03636649,269.6,48.2
lamp_17fb3b85fb6bf1d74888a07f79e95b66-00,03636649,12.7,28.7
lamp_17fb3b85fb6bf1d74888a07f79e95b66-01,03636649,197.1,15.4
lamp_17fb3b85fb6bf1d74888a07f79e95b66-02,03636649,356.5,-7.7
lamp_17fb3b85fb6bf1d74888a07f79e95b66-03,03636649,120.9,22.0
lamp_17fb3b85fb6bf1d74888a07f79e95b66-04,03636649,259.6,-19.8
lamp_17fb3b85fb6bf1d74888a07f79e95b66-05,03636649,179.1,-0.0
lamp_17fb3b85fb6bf1d74888a07f79e95b66-06,03636649,63.0,39.9
lamp_17fb3b85fb6bf1d74888a07f79e95b66-07,03636649,17.0,42.2
lamp_17fb3b85fb6bf1d74888a07f79e95b66-08,03636649,282.4,2.2
lamp_17fb3b85fb6bf1d74888a07f79e95b66-09,03636649,340.1,-11.4
lamp_18010f1e7133415290c2e24416edfe5b-00,03636649,6.4,44.1
lamp_18010f1e7133415290c2e24416edfe5b-01,03636649,320.1,-17.2
lamp_18010f1e7133415290c2e24416edfe5b-02,03636649,212.9,5.0
lamp_18010f1e7133415290c2e24416edfe5b-03,03636649,30.3,41.7
lamp_18010f1e7133415290c2e24416edfe5b-04,03636649,41.0,34.8
lamp_18010f1e7133415290c2e24416edfe5b-05,03636649,181.2,23.1
lamp_18010f1e7133415290c2e24416edfe5b-06,03636649,217.7,8.9
lamp_18010f1e7133415290c2e24416edfe5b-07,03636649,82.0,24.3
lamp_18010f1e7133415290c2e24416edfe5b-08,03636649,160.7,21.0
lamp_18010f1e7133415290c2e24416edfe5b-09,03636649,282.9,44.4
lamp_18145f4b303c37f11c3739edd52fa3-00,03636649,31.4,1.5
lamp_18145f4b303c37f11c3739edd52fa3-01,03636649,233.4,-2.8
lamp_18145f4b303c37f11c3739edd52fa3-02,03636649,299.3,49.4
lamp_18145f4b303c37f11c3739edd52fa3-03,03636649,205.0,0.7
lamp_18145f4b303c37f11c3739edd52fa3-04,03636649,173.8,18.7
lamp_18145f4b303c37f11c3739edd52fa3-05,03636649,274.1,2.7
lamp_18145f4b303c37f11c3739edd52fa3-06,03636649,158.7,-1.2
lamp_18145f4b303c37f11c3739edd52fa3-07,03636649,136.3,-10.7
lamp_18145f4b303c37f11c3739edd52fa3-08,03636649,296.3,36.1
lamp_18145f4b303c37f11c3739edd52fa3-09,03636649,227.5,38.2
lamp_181d2b693d7ab89457a48b78ff77644d-00,03636649,91.8,24.0
lamp_181d2b693d7ab89457a48b78ff77644d-01,03636649,217.3,6.2
lamp_181d2b693d7ab89457a48b78ff77644d-02,03636649,217.9,22.9
lamp_181d2b693d7ab89457a48b78ff77644d-03,03636649,90.8,9.1
lamp_181d2b693d7ab89457a48b78ff77644d-04,03636649,223.2,-6.5
lamp_181d2b693d7ab89457a48b78ff77644d-05,03636649,191.8,17.0
lamp_181d2b693d7ab89457a48b78ff77644d-06,03636649,316.9,17.1
lamp_181d2b693d7ab89457a48b78ff77644d-07,03636649,345.0,-8.6
lamp_181d2b693d7ab89457a48b78ff77644d-08,03636649,213.4,20.9
lamp_181d2b693d7ab89457a48b78ff77644d-09,03636649,178.3,21.0
lamp_181ec75aca2de25f6dbdf247ab8522eb-00,03636649,95.5,37.5
lamp_181ec75aca2de25f6dbdf247ab8522eb-01,03636649,146.8,-18.0
lamp_181ec75aca2de25f6dbdf247ab8522eb-02,03636649,147.7,24.9
lamp_181ec75aca2de25f6dbdf247ab8522eb-03,03636649,280.9,-17.5
lamp_181ec75aca2de25f6dbdf247ab8522eb-04,03636649,227.9,-6.8
lamp_181ec75aca2de25f6dbdf247ab8522eb-05,03636649,267.4,-19.8
lamp_181ec75aca2de25f6dbdf247ab8522eb-06,03636649,48.3,-2.2
lamp_181ec75aca2de25f6dbdf247ab8522eb-07,03636649,114.2,-2.5
lamp_181ec75aca2de25f6dbdf247ab8522eb-08,03636649,1.5,6.5
lamp_181ec75aca2de25f6dbdf247ab8522eb-09,03636649,231.0,-6.2
lamp_1833ac3f2c14e6bafc26f53456c58834-00,03636649,240.8,26.9
lamp_1833ac3f2c14e6bafc26f53456c58834-01,03636649,83.6,42.4
lamp_1833ac3f2c14e6bafc26f53456c58834-02,03636649,123.5,-0.3
lamp_1833ac3f2c14e6bafc26f53456c58834-03,03636649,292.1,12.6
lamp_1833ac3f2c14e6bafc26f53456c58834-04,03636649,250.3,37.6
lamp_1833ac3f2c14e6bafc26f53456c58834-05,03636649,205.8,36.7
lamp_1833ac3f2c14e6bafc26f53456c58834-06,03636649,115.1,4.0
lamp_1833ac3f2c14e6bafc26f53456c58834-07,03636649,50.2,42.3
lamp_1833ac3f2c14e6bafc26f53456c58834-08,03636649,231.2,16.3
lamp_1833ac3f2c14e6bafc26f53456c58834-09,03636649,269.3,25.2
lamp_183e79a892e4294d65666d9a7426c2c8-00,03636649,127.8,19.5
lamp_183e79a892e4294d65666d9a7426c2c8-01,03636649,321.5,39.1
lamp_183e79a892e4294d65666d9a7426c2c8-02,03636649,171.5,-9.1
lamp_183e79a892e4294d65666d9a7426c2c8-03,03636649,76.5,10.1
lamp_183e79a892e4294d65666d9a7426c2c8-04,03636649,190.5,8.6
lamp_183e79a892e4294d65666d9a7426c2c8-05,03636649,150.9,-3.6
lamp_183e79a892e4294d65666d9a7426c2c8-06,03636649,159.3,1.8
lamp_183e79a892e4294d65666d9a7426c2c8-07,03636649,36.6,31.1
lamp_183e79a892e4294d65666d9a7426c2c8-08,03636649,354.6,-12.3
lamp_183e79a892e4294d65666d9a7426c2c8-09,03636649,288.9,15.5
lamp_1845801e19ac5c22683869a26110a529-00,03636649,73.1,-10.9
lamp_1845801e19ac5c22683869a26110a529-01,03636649,124.0,23.4
lamp_1845801e19ac5c22683869a26110a529-02,03636649,111.5,13.0
lamp_1845801e19ac5c22683869a26110a529-03,03636649,235.8,37.9
lamp_1845801e19ac5c22683869a26110a529-04,03636649,52.6,-17.2
lamp_1845801e19ac5c22683869a26110a529-05,03636649,172.5,-5.1
lamp_1845801e19ac5c22683869a26110a529-06,03636649,182.8,18.6
lamp_1845801e19ac5c22683869a26110a529-07,03636649,351.5,20.2
lamp_1845801e19ac5c22683869a26110a529-08,03636649,208.1,-3.8
lamp_1845801e19ac5c22683869a26110a529-09,03636649,31.9,-8.0
lamp_1852cf691d561b97760c1770d1a1230-00,03636649,179.8,-6.6
lamp_1852cf691d561b97760c1770d1a1230-01,03636649,186.6,33.3
lamp_1852cf691d561b97760c1770d1a1230-02,03636649,56.8,34.2
lamp_1852cf691d561b97760c1770d1a1230-03,03636649,29.2,-1.1
lamp_1852cf691d561b97760c1770d1a1230-04,03636649,313.8,-11.3
lamp_1852cf691d561b97760c1770d1a1230-05,03636649,85.7,15.3
lamp_1852cf691d561b97760c1770d1a1230-06,03636649,310.3,9.6
lamp_1852cf691d561b97760c1770d1a1230-07,03636649,166.2,37.3
lamp_1852cf691d561b97760c1770d1a1230-08,03636649,313.3,-7.4
lamp_1852cf691d561b97760c1770d1a1230-09,03636649,202.9,-15.5
lamp_1854bd4bcf32ca32e95ee7559a2a873b-00,03636649,139.0,18.2
lamp_1854bd4bcf32ca32e95ee7559a2a873b-01,03636649,63.1,-12.3
lamp_1854bd4bcf32ca32e95ee7559a2a873b-02,03636649,248.0,7.1
lamp_1854bd4bcf32ca32e95ee7559a2a873b-03,03636649,96.4,6.9
lamp_1854bd4bcf32ca32e95ee7559a2a873b-04,03636649,280.5,12.0
lamp_1854bd4bcf32ca32e95ee7559a2a873b-05,03636649,207.4,13.1
lamp_1854bd4bcf32ca32e95ee7559a2a873b-06,03636649,210.7,41.4
lamp_1854bd4bcf32ca32e95ee7559a2a873b-07,03636649,27.7,38.5
lamp_1854bd4bcf32ca32e95ee7559a2a873b-08,03636649,259.1,-18.6
lamp_1854bd4bcf32ca32e95ee7559a2a873b-09,03636649,262.2,21.5
lamp_185b2436cc0404096ef2faffa907bc32-00,03636649,118.4,40.0
lamp_185b2436cc0404096ef2faffa907bc32-01,03636649,338.6,32.1
lamp_185b2436cc0404096ef2faffa907bc32-02,03636649,359.1,18.6
lamp_185b2436cc0404096ef2faffa907bc32-03,03636649,275.2,37.6
lamp_185b2436cc0404096ef2faffa907bc32-04,03636649,73.1,36.7
lamp_185b2436cc0404096ef2faffa907bc32-05,03636649,270.1,-5.8
lamp_185b2436cc0404096ef2faffa907bc32-06,03636649,167.5,37.1
lamp_185b2436cc0404096ef2faffa907bc32-07,03636649,210.2,16.1
lamp_185b2436cc0404096ef2faffa907bc32-08,03636649,231.9,-4.2
lamp_185b2436cc0404096ef2faffa907bc32-09,03636649,196.8,47.8
lamp_185e37856f55b2c4e9aa07397ea1cf8d-00,03636649,282.2,30.5
lamp_185e37856f55b2c4e9aa07397ea1cf8d-01,03636649,65.4,23.8
lamp_185e37856f55b2c4e9aa07397ea1cf8d-02,03636649,18.0,-2.0
